Author,Journal,Journal_type,Pub.year,Title,Abstract,Survey,Experiment,Qualitative,Intersectionality,Environments,Black,Black_immigrants,Asian,Latinx,Whites,Others,Cross-national,Cross-regional
Xavier Medina Vidal,Norteamérica,Area studies,2017,Transnational Linked Fate and Identity in Support for a Mexico-U.S. Political Union,"This study is an empirical analysis using survey data on the attitudes and orientations of the Mexican diaspora in the United States to explain its support for a political union between the two countries. The author articulates a theory of identity and shared affinity to explain their views on this issue. Regression analysis reveals that transnational linked fate, the belief that what happens to Mexicans in Mexico affects the lives of people of Mexican origin in the U.S., and Latino identity are significant independent predictors of support for a Mexico-U.S. political union. These findings signal the importance of the experiences of Mexicans in the U.S. to our understanding of attitudes toward North American politics.",1,0,0,0,1,0,0,0,1,0,0,1,0
"Tehama Lopez Bunyasi, Candis Watts Smith","Journal of Race, Ethnicity, and Politics",REP,2019,Do All Black Lives Matter Equally to Black People? Respectability Politics and the Limitations of Linked Fate,"Cathy Cohen’s (1999) theory of secondary marginalization helps to explain why the needs of some members of Black communities are not prioritized on “the” Black political agenda; indeed, some groups are ignored altogether as mainstream Black public opinion shifts to the right (Tate 2010). However, the contemporary movement for Black Lives calls for an intersectional approach to Black politics. Its platform requires participants to take seriously the notion that since Black communities are diverse, so are the needs of its members. To what extent are Blacks likely to believe that those who face secondary marginalization should be prioritized on the Black political agenda? What is the role of linked fate in galvanizing support around these marginalized Blacks? To what extent does respectability politics serve to hinder a broader embrace of Blacks who face different sets of interlocking systems of oppression, such as Black women, formerly incarcerated Blacks, undocumented Black people, and Black members of LBGTQ communities in an era marked by Black social movements? We analyze data from the 2016 Collaborative Multi-Racial Post-Election Survey (CMPS) to assess whether all Black lives matter to Black Americans.",1,0,0,1,0,1,0,0,0,0,0,0,0
"Dennis Chong, Reuel Rogers",Political Behavior,Behavior,2005,Racial Solidarity and Political Participation,"Studies conducted in the 1960s and 1970s generally confirmed that racial group solidarity boosted rates of participation among African Americans. But since the 1980s, research has tended to conclude that the effect of solidarity on voter turnout among blacks and other minorities has moderated if not faded entirely. We hypothesize that part of this observed decline is explained by a dilution of measures of group solidarity in recent studies. We argue that a fair test of racial solidarity requires using a comprehensive measure that incorporates both psychological “identification” and the ideological beliefs that comprise “consciousness.” Moreover, we hypothesize that the effects of solidarity, will vary across forms of participation and be greatest on political activities that require group coordination. Our re-analysis of the 1984 NBES using separate measures of identification and consciousness indicates that the more narrowly circumscribed measures of these concepts used in recent studies are likely to have underestimated its influence on political participation. We show that racial identification and consciousness had a modest effect on voting turnout in 1984, but a significant influence on participation in several traditional campaign activities, petitioning government officials, and especially participation in protests and boycotts.",1,0,0,0,1,1,0,0,0,0,0,0,0
Karen M. Kaufman,Political Research Quarterly,General political science,2003,Cracks in the Rainbow: Group Commonality as a Basis for Latino and African-American Political Coalitions,"The focus of this article is on mass attitudes and the propensity of blacks and Latinos to build electoral coalitions. The theoretical argument is that perceived commonality between Latinos and African-Americans is essential to constructing mass political alliances. Using recent public opinion data, this research explores the levels of perceived commonality between blacks and Latinos and in particular studies the process by which Latinos come to feel close to African-Americans. This article tests four main hypotheses: pan-Latino affinity, acculturation, perceived discrimination, and racial identity. Findings suggest that pan-Latino affinity is a robust predictor of Latino/black commonality, but that long-term Latino political acculturation, in its current form, is unlikely to result in particularly high levels of closeness to blacks. The conclusion of the article points to the important role that Latino leadership and political organizations play in promoting strong pan-ethnic identities and suggests that the prospects for future coalitions between African-Americans and Latinos rest, in part, on the development of these more inclusive Latino orientations.",1,0,0,0,0,0,0,0,1,0,0,0,0
"Janelle S. Wong, Pei-Te Lien, M. Margaret Conway",American Politics Research,General political science,2005,Group-Based Resources and Political Participation among Asian Americans,"Scholars of minority political participation have shown significant interest in unraveling the complex but crucial role of group-basedresources. Although there is an emerging scholarship on Latinos, much of the work on group consciousness, group identity, and ethnic organizations is based on research on Black Americans. Increasing diversity in the United States brings necessary attention to expanding the model to the politics and participation of other non-White, multiethnic, and immigrant majority communities. Using a new and unique dataset designed to tap the political opinion and behavior of Asian Americans, the authors find that the usefulness of group-based resources for this rapidly expanding and heterogeneous population is contingent on the specific form of the resources and the mode of political participation.",1,0,0,0,1,0,0,1,0,0,0,0,0
"Melissa Harris-Lacewell, Jane Junn",Journal of Black Studies,Ethnic studies,2007,Old Friends and New Alliances: How the 2004 Illinois Senate Race Complicates the Study of Race and Religion,"Barack Obama won the 2004 U.S. Senate race in Illinois, becoming the only current Black senator and only the fifth in history. This election generated particular interest in the study of race and elections because Obama's challenger, Alan Keyes, is also Black. The race was the first involving two Black men representing the major political parties in a Senate election. The election provides an opportunity to pursue the dynamics of race, religion, identity, and electoral choice. The authors ask how various racial and religious cues framing Obama and Keyes influenced voters' perceptions and assessments. They analyze data from embedded experiments in a survey of Black and White voters in Illinois and examine the significance of stimuli framing the candidates by race and religion and the effect those treatments had in eliciting racial group consciousness and altering candidate evaluations. They present the results of models estimating the effects of various influences on attitudes and behaviors in the race.",1,1,0,0,0,1,0,0,0,1,0,0,0
"Gabriel R. Sanchez, Patricia Rodriguez Espinosa",Sociology of Race and Ethnicity,Sociology,2016,Does the Race of the Discrimination Agent in Latinos’ Discrimination Experiences Influence Latino Group Identity?,"Discrimination experiences are among the dominant conditions that define racial and ethnic populations in the United States. Although scholars in the social sciences have investigated the relationship between racial discrimination and various outcomes, less is known about how the sources of discrimination may vary within populations. Most studies and theories driving those studies assume that racial and ethnic minorities are being discriminated against by members of the dominant group. The authors test this assumption using the Latino National Survey, a nationally representative survey of 8,634 Latinos. Nearly 40 percent of Latinos in this rich sample report being discriminated against by other racial or ethnic minorities, many indicating that they were discriminated against by other Latinos. The authors then examine whether the race of the discrimination agent matters and find that the relationship between discrimination and group identity is dependent on the race of the discrimination agent. Although discrimination from out-groups (i.e., whites and blacks) motivates greater linked fate and perceptions of commonality among Latinos, internal discrimination negatively affects these two outcomes. Thus, contrary to discrimination from either whites or African Americans, internal discrimination actually suppresses a sense of group identity among Latinos. This work could similarly inform collective theories and measurement approaches in this area and should therefore be perceived as an important and timely modification to our research methodologies.",1,0,0,0,1,0,0,0,1,0,0,0,0
"Darren W. Davis, Ronald E. Brown",American Journal of Political Science,General political science,2002,The Antipathy of Black Nationalism: Behavioral and Attitudinal Implications of an African American Ideology,"A common theme in the literature is  that nationalism feeds into the intolerance and antipathy toward others. Although little previous research has  explored the relationship between a nationalist belief system and individual-level intolerance, we examine the extent to which a black nationalist belief system is associated with intolerance, mistrust, and disaffection toward others. We find that most African Americans endorse at least half of the components of black nationalism; but reflecting a degree of pragmatism, they give little support to less realistic aspects of black nationalism such as blacks forming a separate nation. Furthermore, the consistency of responses across the components of black nationalism reveals a coherent and structured ideology. Controlling for the effects of age, demographic factors, social identity, and measurement artifacts, a strong black nationalist ideology is associated with greater disaffection toward whites, but not toward gays, black conservatives, lesbians, middle-class blacks, or feminists. A black nationalist belief system also correlates with intense perceptions of racism in society and less support for systemic means for combating perceived racial injustice.",1,0,0,0,0,1,0,0,0,0,0,0,0
Sookhee Oh,Development and Society,Area studies,2013,"Group Membership and Context of Participation in Electoral Politics among Korean, Chinese, and Filipino Americans","Asian Americans have fallen behind other ethnic groups with regard to political participation, despite being one of the fastest growing populations and having achieved socioeconomic advantages over the last few decades. This paper examines this puzzle by looking at a demographic and socioeconomic portrait of major Asian-American groups and their participation patterns in electoral politics. The paper focuses on a host of factors, such as group membership, generation, assimilation, and political and community contexts, that go beyond individual level attributes. The paper explores particularly how group-specific political and community contexts mediate voting behavior differently or similarly across three major Asian groups—Korean, Chinese, and Filipino Americans— based on a review of existing research, secondary data from the Current Population Surveys of 2000, 2004, and 2008, and the 2011 American Community Survey. ",1,0,0,0,0,0,0,1,0,0,0,0,0
Tae Eun Min,Ethnicities,Ethnic studies,2014,The impact of panethnicity on Asian American and Latino political participation,"Asian Americans and Latinos living in the United States often emphasize solidarity at the panethnic level, insisting on their common goals. However, expressing panethnic solidarity is one thing, whereas conducting political actions out of psychological states is another. This study examines how panethnicity affects Asian American and Latino political participation. My analyses find that panethnicity, as one component of multidimensional group consciousness, significantly influences Asian American and Latino voting and nonvoting activities. However, how panethnicity affects political participation varies, depending on panethnic groups and their modes of political participation. Specifically, my evidence indicates that panethnicity significantly bolsters both Asian American and Latino nonvoting participation. In contrast, panethnicity significantly dampens Asian American voting participation but has no impact on Latino voting participation.",1,0,0,0,0,0,0,1,1,0,0,0,0
"Alvin Bernard Tillery, Jr., Michell Chresfield",Journal of Black Studies,Ethnic studies,2012,Model Blacks or “Ras the Exhorter”: A Quantitative Content Analysis of Black Newspapers’ Coverage of the First Wave of Afro-Caribbean Immigration to the United States,"This article examines the depiction of first-wave West Indian immigrants to the United States in Black print culture in the early 20th century. The authors conduct a series of content analyses of four newspapers that had wide circulation in the Black community between 1910 and 1940. Each content analysis serves as an empirical test one of four common hypotheses about ethnic differentiation between West Indians and African Americans: (a) the group consciousness hypothesis, (b) the racial nationalism hypothesis, (c) the radical politics hypothesis, and (d) the model minority hypothesis. The authors find very little empirical support for either the group consciousness hypothesis or the racial nationalism hypothesis and find only a modicum of support for the radical politics hypothesis. Finally, the authors find evidence confirming the model minority hypothesis. They also find that the Black press presented an accurate portrayal of the West Indian immigrants’ socioeconomic advantages to native-born Blacks.",0,0,0,0,0,1,1,0,0,0,0,0,0
"Lauren E. Duncan, Abigail J. Stewart",Political Psychology,Behavior,2007,Personal Political Salience: The Role of Personality in Collective Identity and Action,"Personal political salience (PPS) is proposed as a personality characteristic that assesses individuals' linkage of political events with their personal identities. Its role in facilitating the development of politicized collective identity and action is examined. In four samples of midlife and activist women, we show that PPS was consistently related both to politicized gender identity and political participation. Further analyses show similar results for PPS, politicized racial identity, and political participation. Politicized gender identity mediated the relationship between PPS and women's rights activism, and politicized racial identity mediated the relationship between PPS and civil rights activism. PPS is demonstrated to independently predict political action and also to provide a personality link between group memberships, politicized collective identity, and political participation.",1,0,0,0,0,0,0,0,0,1,0,0,0
"Betina Cutaia Wilkinson, Emily Earle",American Politics Research,General political science,2012,Taking a New Perspective to Latino Racial Attitudes: Examining the Impact of Skin Tone on Latino Perceptions of Commonality with Whites and Blacks,"Recent research has taken note of the steadfast growth of the Latino population in the United States by examining Latino attitudes toward those commonly identified as nonimmigrants, Whites and Blacks. Extant literature on Latino racial attitudes explores the determinants of Latinos’ perceptions of commonality with Whites and Blacks, yet it has greatly overlooked the impact that skin tone, a key differentiating factor of Latinos, has in explaining these attitudes. Using the 2006 Latino National Survey, we develop models that examine the extent that skin tone explains Latinos’ commonality with Whites and Blacks. We find that self-reported skin tone considerably explains Latinos’ attitudes toward Whites and Blacks with light-skinned Latinos sensing greater commonality with Whites and less commonality with Blacks than dark-skinned Latinos. We also find that skin tone moderates the relationship between linked fate with Latinos and closeness with Whites and the relationship between social contact and closeness with Blacks and Whites.",1,0,0,1,0,0,0,0,1,0,0,0,0
"Tony E. Carey Jr, Tetsuya Matsubayashi, Regina Branton, Valerie Martinez-Ebers","Politics, Groups, and Identities ",REP,2013,The determinants and political consequences of Latinos' perceived intra-group competition,"Tensions between Latinos may undermine support for collective group interests. In this paper, we, first, examine the determinants of Latinos' perceived intra-group competition. We expected perceived intra-group competition to be shaped by Latinos' (1) personal economic status, (2) acculturation, (3) experiences with discrimination from co-ethnic members, (4) pan-ethnic identity, and (5) neighborhood conditions. Second, we explore how perceived competition influences their attitudes on policies that address shared group concerns. Using the 2006 Latino National Survey, our analysis shows that Latinos who experienced discrimination from co-ethnic members felt greater intra-group competition. Second, perceived competition is highest for Latinos who live in neighborhoods with large proportions of residents from their country of origin. Finally, Latinos who felt intra-group competition held more negative attitudes toward immigrants than those that perceived little competition.",1,0,0,0,1,0,0,0,1,0,0,0,0
Taeku Lee,Daedalus,Social science,2011,Somewhere Over the Rainbow? Post-Racial & Pan-Racial Politics in the Age of Obama,"After Barack Obama's historic election, media reports overwhelmingly credited white independents with setting aside decades of racially polarized voting to send the nation's first black president to the White House. Lee looks more closely to reveal that Obama owes a greater debt to non-white voters (partisan and nonpartisan) than to white independents. As more people of color – including immigrant and second-generation Latinos and Asian Americans – join the ranks of nonpartisan voters, the concept of pan-racialism can shed light on how individuals of a shared demographic category come to engage, politically, as a group. The age of Obama calls not for the celebration of a post-racial politics, but rather for a collective struggle to build a pan-racial politics: that is, a politics of mutual recognition, inclusion, and moral partiality between all racial and ethnic groups.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dennis Chong, Dukhong Kim",American Political Science Review,General political science,2006,The Experiences and Effects of Economic Status Among Racial and Ethnic Minorities,"We propose and test a theory of opportunities that explains the conditions in which economic status affects support for racial and ethnic group interests among African Americans, Latinos, and Asian Americans. Using data from a 2001 Washington Post/Kaiser Family Foundation/Harvard University national survey, our analysis finds that, for all minority groups, the effect of economic status on support for group interests is mediated by the socioeconomic experiences of individuals. Intergroup differences therefore result from varying experiences and perceptions of discrimination among minority groups rather than from group-specific theoretical processes. Compared to Latinos and Asian Americans, African Americans are least responsive to changes in economic circumstances because they are on the whole more pessimistic about their life prospects and more likely to encounter discrimination. But we find in general that, among those minority individuals who perceive equal opportunity and experience less discrimination, higher economic status often leads to a reduced emphasis on race and ethnicity. These results demonstrate that the incorporation of a minority group into American society depends not only on the actions of group members but also on the fair treatment of that group by the majority population.",1,0,0,1,0,1,0,1,1,1,0,0,0
"Cara Wong, Grace E. Cho",Political Psychology,Behavior,2005,Two‐Headed Coins or Kandinskys: White Racial Identification,"Racial identity means different things to members of different racial and ethnic groups in the United States. However, while the study of race and politics is often the study of White racial attitudes (Dawson & Cohen, 2003), research on racial identity almost always refers to non‐White identity. This article addresses this hole in the literature by examining the extent and effects of White identity. We compare White identification and Black identification using National Election Studies data (1972–2000) and examine the relationships between racial identity and racial and political attitudes. This study adds a missing case to the study of racial identity, tests how well the theories about the concept travel across cases, and highlights the need for more frequent studies of the racial identity of all groups.",1,0,0,0,0,1,0,0,0,0,0,0,0
Dukhong Kim,"Politics, Groups, and Identities ",REP,2015,"The effect of party mobilization, group identity, and racial context on Asian Americans’ turnout","This study examines the effects of party mobilization, racial group identity, and racial context in accounting for Asian Americans’ voter turnout. Existing studies on minority group members’ voter turnout suggest that third party mobilization is one of the most important factors that motivates citizens’ participation in voting. This study expands these studies by elaborating the mechanisms of how party mobilization affects Asian Americans’ voter turnout in connection with racial identity and racial context. Specifically, I propose that belief in pan-ethnic Asian identity and racial context condition the effect of party mobilization in predicting Asian Americans’ voter turnout. The National Asian American Survey of 2008 is used to test this hypothesis. Analysis shows that party mobilization, group identity, and racial context work together in accounting for Asians’ voter turnout. The effect of existing parties’ mobilization efforts on Asians’ political participation is stronger among Asians who do not have a belief in linked fate. In addition, the conditional effect of party mobilization and linked fate exists only in the counties where few Asian Americans live. Similarly, the conditional effect of party mobilization and group size in the counties is dependent on the level of linked fate.",1,0,0,0,1,0,0,1,0,0,0,0,0
"Hana Brown, Jennifer A. Jones",Sociology of Race and Ethnicity,Sociology,2015,Rethinking Panethnicity and the Race-immigration Divide: An Ethnoracialization Model of Group Formation,"Although demographic shifts continue to spark interest in the racially transformative effects of immigration, researchers routinely lament the lack of dialogue between race and immigration scholarship. We use recent research on panethnicity to illustrate the conceptual divides that exist between the two subfields. Panethnicity research has shed new light on the formation of group identities and political mobilization, but we contend that it is problematically divorced from research on racialization. Panethnicity scholars largely view racialization and panethnic group formation as separate processes, with the latter sequentially following the former. In this article, we argue that this analytical distinction both reflects and reifies the divide between race and immigration research and yields an incomplete understanding of the group formation process. We propose an ethnoracialization model to show how the concept of panethnicity can be reconfigured to develop a robust account of group formation and to bridge the much-lamented divide between race and immigration research.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julie Lee Merseth,"Politics, Groups, and Identities ",REP,2018,Race-ing solidarity: Asian Americans and support for Black Lives Matter,"What explains support for Black Lives Matter among Asian Americans? This article draws on nationally representative data from the 2016 Collaborative Multiracial Post-Election Survey to examine the contours of Asian American public opinion on Black Lives Matter and the factors that shape them. Examining intragroup and intergroup attitudes across a set of racial, ethnic/national origin, and cross-racial group measures, I show that race-based considerations are significant predictors of Asian American support for Black Lives Matter. Specifically, I find that those who support Black Lives Matter are more likely to perceive linked fate with other Asian Americans and with other non-white groups and to perceive anti-black discrimination in the United States. I argue that, while never a panacea, race-based linked fate beliefs among Asian Americans, both as Asian Americans and with other groups of color, are a viable and imperative part of building cross-racial coalitions and contemporary racial justice movements.",1,0,0,0,0,0,0,1,0,0,0,0,0
Eric C. McDaniel,Political Research Quarterly,General political science,2018,The Prophetic and the Prosperous: Religious Ideologies and the Maintenance of Group Consciousness,"Integral to the development of group consciousness is the establishment of independent entities, which allow individuals to develop a common identity and solidarity. In the case of African Americans, the black church has facilitated racial group consciousness by bringing blacks together and advocating a belief system that emphasizes justice and community, commonly referred to as the social gospel. In contrast to the social gospel, the prosperity gospel emphasizes individualism and material gain. Scholars and critics argue its growth in the black religious discourse may erode the group cohesion developed by the social gospel. Using a unique data set that measures support for these religious belief systems and black group consciousness, I find support for these assertions. Furthermore, the results demonstrate that the nature of these relationships is contingent upon exposure to religious institutions.",1,0,0,1,1,1,0,0,0,0,0,0,0
Ayobami Laniyonu,"Journal of Race, Ethnicity, and Politics",REP,2019,A Comparative Analysis of Black Racial Group Consciousness in the United States and Britain,"Extant scholarship on black politics has demonstrated the mobilizing effect that racial group consciousness can have on African American political participation. Few studies, however, test for or compare the political impact of group consciousness across national contexts. This paper presents an empirical comparison of group consciousness and its relationship with political behavior among black Americans and black Britons. Mobilizing two nationally representative surveys from the United States and Britain and a multi-dimensional measure of group consciousness, the findings presented here suggest that while elements of racial group consciousness are present among blacks in both societies, racial group consciousness is generally more prevalent and politically significant among blacks in the United States. For example, blacks in Britain are less likely to view blacks as occupying a fundamentally marginalized structural position and less likely to endorse race specific interventions that might address that marginalization. Results from regression analysis further suggest that while strong racial (rather than national) group attachment negatively affects the likelihood that blacks will vote in both countries, other elements of group consciousness are more strongly associated with participation among blacks in the United States than in Britain.",1,0,0,0,1,1,0,0,0,0,0,1,0
"Irene I Vega, Vilma Ortiz",Social problems,Sociology,2018,Mexican Americans and Immigration Attitudes: A Cohort Analysis of Assimilation and Group Consciousness,"This study’s motivating premise is that the ideological context around race, ethnicity, and nationhood shapes the immigration politics of Mexican Americans in distinct eras of U.S. history. To examine this proposition we identify two cohorts of Mexican Americans—those who came of age in the World War II era and those who grew up during and after the Civil Rights movement—and examine whether there are systematic differences in how members of these cohorts interpret immigration issues. In line with our expectations, group consciousness predicts the attitudes of the Civil Rights cohort, but not of those in the World War II cohort. Furthermore, the predictive power of generational status—a centerpiece of assimilation-based analyses of Latinos’ immigration attitudes—ceases after the second generation. Together, these findings support our argument that Mexican Americans’ position on the immigration debate is not simply a function of varied levels of assimilation or group attachments, but is also shaped by the national ideological context around immigration in the United States. Our work provides the most comprehensive analysis of Mexican Americans’ immigration attitudes to date, filling gaps for scholars interested in the effects of assimilation, group consciousness, and temporal effects on Latino public opinion. This work also highlights the need to incorporate temporal measures into research on Latinos’ complex relationship to co-ethnic immigrants.",1,0,0,0,1,0,0,0,1,0,0,0,0
Bryan Wilcox-Archuleta,Political Research Quarterly,General political science,2018,"Local Origins: Context, Group Identity, and Politics of Place","In-group identity is particularly important in understanding political behavior among minority populations living in the United States. Despite its importance, we know relativity little about what explains variation in perceptions of group identity among U.S.-based minority groups. I develop a theoretical framework drawing extensively for social identity theory to explain development of in-group identities among Latinos in the United States. I suggest the availability of neighborhood-level ethnic stimuli increases the likelihood that Latinos will come to see themselves a part of pan-ethnic group rather than a unique individual. I use the 2008 Collaborative Multi-Racial Political Survey (CMPS), a nationally representative public opinion poll of registered voters with oversamples of Latino respondents. I find that the availability of ethnic stimuli positively associates with stronger perceptions of group identity among Latinos. Latinos who live in contexts rich with ethnic stimuli and cues are more likely to adopt in-group identities than those who live in environments lacking ethnically salient resources.",1,0,0,0,1,0,0,0,1,0,0,0,0
Celeste Watkins-Hayes,"Journal of Public Administration Research and Theory,",Public policy,2011,"Race, Respect, and Red Tape: Inside the Black Box of Racially Representative Bureaucracies","Racially representative bureaucracy theory suggests that black and Latino clients of street-level bureaucracies will uniformly experience the benefits of a racially diverse staff within these institutions and perceive it as working to their advantage. Conversely, street-level bureaucracy theory suggests that racial minorities working within these organizations are under massive constraints that significantly hamstring their efforts to exercise discretion in ways that might benefit minority clients. Using in-depth interviews of both recipients and providers of public cash benefits and food stamps, I find that the majority of black and Latina clients interviewed in a racially diverse welfare office do not view staff members who share their racial status as operating in ways that are distinctly informed by racial group commonality. A strong bureaucratic structure creates institutional boundaries that often restrict meaningful engagement between these groups despite social group commonality. In those instances in which black and Latina clients do have a racialized interpretation of their encounters with bureaucrats from their racial groups, they are not monolithically understood. Clients can read them as either pointed but welcomed interventions by racemates who offer wisdom on how to navigate the welfare system or heavy-handed maneuvers by more privileged members of their racial communities. Ultimately, this article argues that racial diversity among the workforces of street-level bureaucracies is important and can have positive effects on organizational dynamics as racially representative bureaucracy theory suggests, but organizational context and intragroup politics within minority communities greatly inform how race is mediated within these institutions.",0,0,1,0,0,1,0,0,1,0,0,0,0
Deborah J. Schildkraut,Hispanic Journal of Behavioral Sciences,Behavior,2015,Latino Attitudes About Spheres of Political Representation,"This study examines whether ethnic attachments and concerns about Latinos as a group predict the representational priorities of Latinos, and if so, whether they make a preference for narrowly targeted spheres of representation more likely. It relies on nationally representative survey data (n = 434) and employs ordered probit statistical analysis. The results show that thinking of oneself primarily as a member of an ethnic group instead of as an American increases the importance placed on having members of Congress bring federal resources to the district and decreases the importance placed on the pursuit of national issues, and perceiving discrimination against one’s ethnic group increases the importance placed on casework and decreases the importance placed on oversight. Other factors associated with the Latino experience in the United States, including acculturation and having a Latino representative, also affect how Latinos rank spheres of representation. The implications of these findings are discussed.",1,0,0,0,0,0,0,0,1,0,0,0,0
"Youssef Chouhoud, Karam Dana, Matt Barreto",Politics and Religion,Religion,2019,American Muslim Political Participation: Between Diversity and Cohesion,"
American Muslims’ increased societal salience has led to greater scrutiny of their political and social attitudes. Yet, systematic analyses of this population remain rare and tend to aggregate findings at a level that masks the community's diverse backgrounds and experiences. As a partial corrective, our paper provides a comprehensive demographic analysis of American Muslim political participation. Our conclusions, first, complement previous efforts to elaborate the influence of minority status on the core determinants of political participation. Second, they highlight the differential impact of these determinants within key American Muslim demographic subgroups, revealing the moderating effects of denomination, racial or ethnic background, and gender. As scholars and practitioners seek to better understand Muslims in America, our research suggests that there are myriad circumstances when this community's presumed cohesion gives way to meaningfully diverse perspectives and behaviors.",1,0,0,0,0,0,0,0,0,0,1,0,0
"Jas M. Sullivan, Jonathan Winburn",Journal of African American Studies,Legal studies,2009,Measuring the Effects of Black Identity on Legislative Voting Behavior: An Exploratory Study,"In this paper, we explore the relationship between legislative voting behavior and perceptions of black identity among black legislators in Louisiana. We find the following: first, on some of the black identity measures black members shared similar identities; however, on other measures there are greater variations; second, black identity and ideology did not influence voting decisions for all legislation and on black interest bills; and finally, self-perception of race and ideology did affect cohesiveness (i.e., in other words, black members were the most cohesive group within the Louisiana Legislature). In the end, it could be very plausible that under certain conditions, black identity may take a back seat to other identities (i.e., party, ideology, and district needs), and this may be precisely the reason we did not see black identity difference influence voting behavior.",1,0,0,0,0,1,0,0,0,0,0,0,0
Celeste Watkins-Hayes,Social problems,Public policy,2014,Race-Ing the Bootstrap Climb: Black and Latino Bureaucrats in Post-Reform Welfare Offices,"The substantial incorporation of people of color into government and quasi-government employment raises previously unexplored questions about the significance of race, class, and gender in street-level bureaucracies. Relying on interview data collected from black and Latino supervisors and caseworkers implementing welfare reform, I look at whether and how race and other social group memberships are deployed as tools in the delivery of casework services to black and Latino clients. Contrary to our assumptions about the level of impersonality entrenched in public bureaucracies, I find that most caseworkers and supervisors of color conceptualize and operationalize welfare reform in ways that link their goals and experiences as agency employees, members of racial communities, and implementers of social policy. They identify with the circumstances of their clients, but interpret the politics of welfare through not only racialized but also classed and gendered lenses. Consequently, they support and challenge clients of color in a variety of ways. In order to trace the origins of these strategies, I explore how the combination of institutional politics, environmental phenomenon, and black and Latino bureaucrats' personal histories contribute to their understanding of how they should do their jobs. This article suggests that not only inter-racial but also intra-racial politics inform institutional processes within street-level bureaucracies.",0,0,1,0,0,1,0,0,1,0,0,0,0
"Tasha S. Philpot, Hanes Walton Jr",American Journal of Political Science,General political science,2007,One of Our Own: Black Female Candidates and the Voters Who Support Them,"This article examines the role of race and gender in candidate evaluations. Unlike previous research, we argue that the role of race and gender in electoral politics must be examined simultaneously because of their mutually reinforcing relationship. To do so, we explore the connection between the race and gender of voters and their propensity to support black female candidates. Using precinct‐level data, experimental data, and national exit poll data from two congressional election years, we demonstrate that black women are the strongest supporters of black female candidates. We also find that support for black female candidates is contingent on their background and political experience. Black female candidates with significant experience in politics can attract both black and white voters, regardless of gender.",1,1,0,1,0,1,0,0,0,0,0,0,0
"Camille Z. Charles, Rory A. Kramer, Kimberly C. Torres, Rachelle J. Brunn-Bevel",Race and Social Problems,Sociology,2015,"Intragroup Heterogeneity and Blackness: Effects of Racial Classification, Immigrant Origins, Social Class, and Social Context on the Racial Identity of Elite College Students","While the black population of the USA has grown more diverse with regard to ethnicity and class status, most research on racial identity relies on dichotomous proxies of racial group identification created during the civil rights era. Using a subset of the Multidimensional Inventory of Black Identity included in the National Longitudinal Survey of Freshmen, a representative sample of black students at twenty-eight selective American colleges and universities, we test how black student racial identity is related to students’ ethnic, nativity, socioeconomic, and contextual experiences in childhood. Our more nuanced measure of black racial identity shows that being Black/African American is central to the new generation of black elites’ self-identity and that, contrary to prior evidence and theorization that blacks are either assimilationist or nationalist, that black students express strong support for both assimilationist and nationalist ideological beliefs at the same time. In addition, students express strong tendencies toward group membership as well as individualism; race has less of an impact on how they feel about themselves and their social relationships. Further analyses reveal substantial variation in black identity between monoracial and mixed-race blacks, and between immigrant (both first and second generation) and native blacks, but few social class differences. Notably, childhood experiences of racial segregation and social disorganization are also strongly associated with black identity and racial ideologies.",1,0,0,1,0,1,1,0,0,0,0,0,0
Gary Alan Fine,Social Psychology Quarterly,Behavior,2014,"The Hinge: Civil Society, Group Culture, and the Interaction Order","Although often perceived as distant, social psychology and political sociology have much to offer each other. I build upon a meso-level analysis to examine how groups provide the basis for involvement within civil society. Erving Goffman’s concept of the interaction order proves auspicious for this analysis as it permits the examination of how action routines, organized through groups, connect individuals with larger social systems. Commitments to group cultures—idiocultures—permit allegiance to larger social systems and help to solve the Hobbesian problem of how order is possible. To demonstrate the value of a meso-sociological approach, I address six themes that provide for a group-centered analysis of civil society: (1) group cultures serve as commitment devices, (2) social capital and social relations provide opportunities for creating efficacy, (3) shared spaces serve as platforms for a public sphere, (4) performances permit the coordination of frames of action, (5) collective pasts create the basis for a common future, and (6) forms of social control establish interactional stability.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hüseyin Alptekin,Ethnic and Racial Studies,Ethnic studies,2016,A theory of ethnic violence: ethnic incorporation and ethno-political mobilization in Bulgaria and Cyprus,"This article argues that the political accommodation of ethnic groups is a major determinant of ethnic violence and its effects vary depending on the pre-existing levels of mobilization. Accordingly, civic assimilationism is the most effective ethnic incorporation mode in terms of ensuring that weakly mobilized ethnic groups remain peaceful. Liberal multiculturalism is most effective in terms of eliciting peaceful mobilizations from highly mobilized ethnic groups. The ethnocratic mode tends to be the most conducive to violent mobilization at both low and high pre-existing mobilization levels. The theory is explored through case studies of Turks in Bulgaria and Cyprus. By demonstrating how the effects of ethnic incorporation policies vary depending on pre-existing mobilization levels, the article also challenges previous assumptions about the relationship between political opening and ethnic mobilization. Such an account not only explains the political determinants of ethnic violence, but also indicates potential political remedies to such problems.",0,0,1,0,0,0,0,0,0,0,1,1,0
